R_toa(555)  R_toa(659)  R_toa(865)  R_toa(1375)  R_toa(1610)  R_toa(2250)  
  2.32488413E-02   1.28755421E-02   6.37130892E-03   1.05397661E-04   9.14893314E-04   2.71518188E-04 
  2.93094023E-02   1.07532470E-02   2.64804924E-03   1.01877374E-04   3.17639343E-04   1.50630113E-04 
  1.93724619E-02   1.07566959E-02   5.47395356E-03   9.30123469E-05   1.28119211E-03   6.55462038E-04 
  4.55269145E-02   3.22470317E-02   2.15876387E-02   1.71941500E-04   5.78150241E-03   2.63571641E-03 
  4.89478133E-02   3.40492629E-02   1.66565138E-02   1.00668937E-04   2.37941383E-03   5.25760476E-04 
  2.10986627E-02   1.29361677E-02   6.79767617E-03   8.72399434E-05   7.90281204E-04   1.29856813E-04 
  1.69425062E-02   7.65525791E-03   2.76838275E-03   1.08879166E-04   3.53349388E-04   1.37078238E-04 
  2.10313457E-02   1.12100271E-02   6.04997361E-03   1.07500348E-04   2.04999145E-03   1.02326384E-03 
  1.12991789E-02   5.47738259E-03   2.04338658E-03   6.96897401E-05   1.84107855E-04   5.30990818E-05 
  2.00298111E-02   9.84854613E-03   4.03154593E-03   1.24406682E-04   5.51260297E-04   2.05628759E-04 
  2.99830325E-02   1.10565960E-02   2.52108079E-03   9.74446915E-05   1.98054365E-04   6.29208459E-05 
  3.12123484E-02   1.51843173E-02   5.56215783E-03   1.99037220E-04   6.28874969E-04   2.01664978E-04 
  2.51315416E-02   1.07251467E-02   3.74149484E-03   1.17300456E-04   3.71999900E-04   1.26844256E-04 
  1.94761444E-02   1.48663929E-02   1.06665494E-02   5.43316306E-05   5.41014771E-03   3.77264315E-03 
  2.18748677E-02   1.11014458E-02   4.07568191E-03   1.72133533E-04   3.79042078E-04   1.07333084E-04 
  1.57971429E-02   7.25664397E-03   2.93440008E-03   1.01448671E-04   5.95065346E-04   3.02382470E-04 
  2.80342948E-02   9.74147206E-03   2.70348762E-03   1.16585614E-04   2.58773275E-04   9.35727884E-05 
  1.47106253E-02   5.81398659E-03   1.70691756E-03   8.06128635E-05   1.33333375E-04   3.34713730E-05 
  1.87935036E-02   7.27739926E-03   2.17438513E-03   8.53725184E-05   1.68427496E-04   3.93189143E-05 
  2.26572527E-02   1.28522218E-02   7.75657139E-03   9.37076454E-05   3.88823558E-03   2.74623044E-03 
  3.13773404E-02   2.14888119E-02   8.89170851E-03   9.13461799E-05   1.50972549E-03   7.33270854E-04 
  2.35274560E-02   1.45419970E-02   8.53103487E-03   7.66506536E-05   2.54684685E-03   1.33865053E-03 
  2.92075180E-02   1.89539726E-02   1.12734950E-02   1.20658753E-04   4.12737354E-03   2.63437327E-03 
  9.38470816E-03   4.31644283E-03   1.45593542E-03   6.79750867E-05   1.26415638E-04   3.88092062E-05 
  4.21126579E-02   2.93903206E-02   1.94918242E-02   1.25641019E-04   5.93854274E-03   3.26241475E-03 
  2.11784452E-02   1.08062996E-02   3.42882376E-03   1.09280395E-04   8.59367124E-04   5.75296231E-04 
  9.77253886E-03   4.14058860E-03   1.35008696E-03   5.33537768E-05   1.41640599E-04   5.54644400E-05 
  4.24547425E-02   1.79410100E-02   5.15390789E-03   1.26570538E-04   7.45507792E-04   3.39993988E-04 
  3.01759286E-02   1.99318345E-02   9.89549042E-03   1.04481681E-04   3.15049801E-03   2.11617874E-03 
  1.25559127E-02   6.37640218E-03   3.03187551E-03   6.72782337E-05   1.10002450E-03   8.39843314E-04 
  2.86170354E-02   1.44292013E-02   6.55448915E-03   1.44095560E-04   1.48725634E-03   8.28055145E-04 
  1.93125119E-02   8.62989930E-03   3.10511724E-03   1.04487444E-04   2.60312222E-04   6.48773071E-05 
  2.47148351E-02   1.31189654E-02   5.67699162E-03   1.71273007E-04   1.13940266E-03   5.01519309E-04 
  3.07461318E-02   2.05693007E-02   1.35688970E-02   9.99004918E-05   4.61967275E-03   2.39430465E-03 
  5.06560878E-02   3.72367793E-02   2.66637011E-02   1.73539213E-04   8.22505637E-03   3.14177629E-03 
  3.13303181E-02   2.22700793E-02   3.38107260E-03   8.19820656E-05   1.56305954E-04   4.00006959E-05 
  2.90726809E-02   1.52901177E-02   6.97047247E-03   1.41919735E-04   8.61055938E-04   2.45736085E-04 
  3.01211627E-02   1.42661325E-02   2.77847006E-03   1.04673292E-04   2.21600950E-04   8.14606072E-05 
  2.41517034E-02   7.72878613E-03   1.78863040E-03   8.01027223E-05   1.75492258E-04   8.05202391E-05 
  1.35851165E-02   6.78930035E-03   3.35191366E-03   5.04580237E-05   1.12073679E-03   7.23357109E-04 
  2.67413020E-02   1.48612078E-02   7.51380661E-03   1.18672864E-04   1.74767460E-03   1.00258511E-03 
  3.57294599E-02   3.11723073E-02   4.44744662E-03   9.79459232E-05   1.93505526E-04   6.52085281E-05 
  4.73145153E-02   2.73676282E-02   1.15948861E-02   8.72873490E-05   3.23109844E-03   2.01127597E-03 
  3.09540725E-02   1.60262230E-02   2.61654408E-03   7.33218503E-05   1.77309939E-04   5.34454194E-05 
  2.23044162E-02   1.11648713E-02   4.44349129E-03   1.34469079E-04   4.05155065E-04   8.61679451E-05 
  2.90525728E-02   1.70163441E-02   1.16444160E-02   1.07047469E-04   6.83086161E-03   4.40016223E-03 
  2.73216238E-02   9.51425297E-03   2.58652654E-03   1.18301634E-04   2.22382835E-04   6.50006176E-05 
  1.79733288E-02   7.76644253E-03   2.13980591E-03   9.36645464E-05   2.75589475E-04   1.51159757E-04 
  1.40465733E-02   6.35432174E-03   2.25363155E-03   9.65690971E-05   2.07172148E-04   5.24083137E-05 
  1.65663063E-02   8.29220295E-03   3.54102654E-03   9.60243495E-05   1.07272136E-03   6.64791382E-04 
  2.26900874E-02   1.57072509E-02   4.61060111E-03   1.30699122E-04   3.52928637E-04   7.26752347E-05 
  1.58618168E-02   7.90386410E-03   2.69760413E-03   1.25929279E-04   2.47799687E-04   7.09613734E-05 
  1.38148178E-02   6.53729320E-03   2.52326547E-03   8.13957271E-05   2.88644204E-04   9.22512011E-05 
  2.84721566E-02   1.30823989E-02   5.03138881E-03   1.42567262E-04   1.02732591E-03   4.80628779E-04 
  1.99346750E-02   1.41084724E-02   1.05756771E-02   7.81336426E-05   5.87495376E-03   3.57114462E-03 
  2.70115821E-02   1.22056636E-02   4.57288504E-03   1.53947420E-04   7.45226491E-04   3.89066809E-04 
  1.38308299E-02   7.35562929E-03   4.70187700E-03   6.79755048E-05   3.19684844E-03   2.50150186E-03 
  1.10975302E-02   6.29476461E-03   2.84227063E-03   6.52321829E-05   3.89068540E-04   1.17444460E-04 
  3.08770587E-02   1.77910538E-02   4.97935411E-03   1.59111350E-04   5.32971848E-04   1.70157326E-04 
  3.31267952E-02   1.78542199E-02   2.81817645E-03   9.05383434E-05   1.57648217E-04   4.04538610E-05 
  1.42752985E-02   7.06973262E-03   2.56263724E-03   1.02545548E-04   2.30088941E-04   6.38210617E-05 
  1.39413060E-02   6.67848976E-03   2.37535880E-03   9.89515672E-05   1.97865091E-04   4.80143950E-05 
  1.96147271E-02   1.10690629E-02   5.67762329E-03   8.83830042E-05   1.12820996E-03   4.00553893E-04 
  1.69907091E-02   7.68367767E-03   2.59637856E-03   1.27833919E-04   2.25511556E-04   6.36441308E-05 
  1.01463698E-02   4.91168549E-03   1.79278391E-03   6.55886659E-05   2.11736955E-04   6.78522041E-05 
  3.22162980E-02   1.92277290E-02   1.03283366E-02   1.13597593E-04   2.13823970E-03   9.70779330E-04 
  1.34289251E-02   5.96163206E-03   1.99363346E-03   9.50755706E-05   1.70656657E-04   4.56178661E-05 
  1.69917984E-02   6.59714544E-03   1.66318088E-03   7.08132636E-05   1.27148183E-04   3.54266355E-05 
  1.65272720E-02   8.45628701E-03   4.36698744E-03   1.00933687E-04   1.92287983E-03   1.32352123E-03 
  1.90665790E-02   9.98614903E-03   4.76515197E-03   9.66832071E-05   2.02342540E-03   1.52749155E-03 
  2.32689145E-02   1.06202289E-02   3.50744329E-03   9.10282760E-05   4.11659974E-04   1.24952204E-04 
  1.64800714E-02   8.30014125E-03   1.82423954E-03   6.51398906E-05   1.40016396E-04   4.34201392E-05 
  1.50685931E-02   6.21182236E-03   2.00578740E-03   8.20702109E-05   2.64289500E-04   1.21538262E-04 
  2.02126356E-02   1.00291442E-02   4.37927860E-03   1.08669747E-04   6.09215713E-04   1.64202489E-04 
  1.35467933E-02   6.03281140E-03   1.86690840E-03   8.28830556E-05   1.69000064E-04   5.63362028E-05 
  2.37794684E-02   9.09241067E-03   2.43698979E-03   1.03734112E-04   2.43889129E-04   8.25102785E-05 
  2.27343760E-02   1.30987457E-02   6.94921825E-03   1.01022596E-04   2.07274832E-03   1.23802721E-03 
  1.66205946E-02   8.14117251E-03   3.52295089E-03   1.08272240E-04   7.19498897E-04   3.51341407E-04 
  2.47049655E-02   1.42084291E-02   2.50599828E-03   7.49672751E-05   1.40584269E-04   3.53410723E-05 
  5.08048629E-02   2.96699863E-02   1.49224804E-02   1.06170369E-04   3.82967949E-03   1.83378454E-03 
  1.83541768E-02   8.69989282E-03   3.76676752E-03   8.85124403E-05   8.42329851E-04   4.84015934E-04 
  2.87037528E-02   2.40196579E-02   1.90568375E-02   5.04922759E-05   9.71541845E-03   6.99617571E-03 
  2.45026618E-02   1.01853650E-02   3.27449558E-03   1.42297388E-04   2.63545157E-04   7.00398311E-05 
  3.07191606E-02   1.19017100E-02   2.93246633E-03   1.19445251E-04   2.32771457E-04   6.98903774E-05 
  2.44928323E-02   8.95164889E-03   2.15299904E-03   9.92645750E-05   1.52413150E-04   3.86732857E-05 
  1.60590867E-02   8.43905249E-03   4.76763319E-03   7.14286777E-05   2.67494291E-03   2.13182777E-03 
  1.80456917E-02   7.13831238E-03   2.22538003E-03   1.06000971E-04   2.19699323E-04   7.50451113E-05 
  3.02282796E-02   1.20410039E-02   3.00863663E-03   1.10228652E-04   2.29533061E-04   6.11852639E-05 
  1.46972602E-02   5.75692978E-03   1.90535666E-03   7.53385578E-05   1.99676688E-04   7.40745616E-05 
  1.48095870E-02   7.56620024E-03   3.72710645E-03   5.89547555E-05   8.17090652E-04   4.28324687E-04 
  2.76905272E-02   1.59881872E-02   8.09327958E-03   1.72295776E-04   2.02337638E-03   9.33256952E-04 
  3.09325208E-02   1.17336851E-02   2.46318945E-03   1.01327365E-04   1.97749132E-04   5.78674601E-05 
  3.85021210E-02   2.57353285E-02   1.64327679E-02   1.27487129E-04   4.58309328E-03   1.88943264E-03 
  4.98801577E-02   3.20801332E-02   1.98042534E-02   1.10032896E-04   8.23242725E-03   5.50569322E-03 
  1.59895430E-02   6.27546472E-03   2.00662939E-03   8.28054193E-05   2.15228038E-04   7.52121095E-05 
  1.16413551E-02   5.37621578E-03   1.93448915E-03   8.35795639E-05   3.01904663E-04   1.58958715E-04 
  2.86546805E-02   1.74613347E-02   1.16251393E-02   7.66745439E-05   6.42108558E-03   4.54071562E-03 
  2.33797107E-02   9.53233318E-03   3.30292726E-03   9.55560716E-05   3.85567675E-04   1.07449034E-04 
  3.63155510E-02   3.07399421E-02   1.02809873E-02   1.11359388E-04   5.18605595E-03   3.65566799E-03 
  2.97961935E-02   1.72957933E-02   9.20573378E-03   1.59924978E-04   2.81991534E-03   1.62958398E-03 
  3.40142776E-02   1.87531902E-02   1.06441865E-02   1.31854769E-04   2.80179625E-03   1.18037925E-03 
  3.18874583E-02   1.33855103E-02   3.24664633E-03   1.27447121E-04   2.29019274E-04   5.62843845E-05 
  3.80876392E-02   2.22754190E-02   1.03337490E-02   9.27921492E-05   3.63163994E-03   2.57946365E-03 
  1.82376011E-02   8.50956793E-03   3.11598491E-03   1.40639458E-04   4.46914698E-04   1.88870815E-04 
  3.11446704E-02   1.06324590E-02   2.49499659E-03   1.09715686E-04   2.19754177E-04   8.17762076E-05 
  1.82477168E-02   7.10651044E-03   2.16339176E-03   1.10279009E-04   1.88668347E-04   5.53801555E-05 
  4.18124150E-02   2.89604934E-02   1.82113267E-02   1.02811860E-04   4.85942885E-03   2.46379002E-03 
  2.16873711E-02   1.30146088E-02   6.82442398E-03   1.08170905E-04   1.77030217E-03   9.43215920E-04 
  2.92509146E-02   2.48691742E-02   4.57258152E-03   8.33950622E-05   2.44448677E-04   8.92977170E-05 
  2.49297917E-02   1.36652186E-02   5.40585960E-03   1.85845984E-04   5.11797642E-04   1.35862082E-04 
  1.27178631E-02   5.55311674E-03   2.00870296E-03   7.91080579E-05   2.71489463E-04   1.02668169E-04 
  4.61713078E-02   2.34557157E-02   1.02525570E-02   1.13920140E-04   2.71237723E-03   1.32389066E-03 
  1.66101265E-02   8.20637793E-03   3.73061396E-03   8.87840518E-05   1.03887408E-03   6.80729017E-04 
  1.16753168E-02   5.41690227E-03   2.25391005E-03   6.11466064E-05   4.05760037E-04   2.12256693E-04 
  1.34379287E-02   6.05528852E-03   2.37839321E-03   7.07429430E-05   4.36634379E-04   2.68430039E-04 
  4.35402077E-02   2.80933459E-02   1.54720153E-02   9.97441457E-05   1.63636278E-03   2.68227239E-04 
  1.31470284E-02   5.67101878E-03   1.92309339E-03   8.89417246E-05   1.92301343E-04   6.11158591E-05 
  1.78123483E-02   8.06982446E-03   3.17028872E-03   1.13739237E-04   5.03625128E-04   2.24872681E-04 
  2.92785490E-02   2.15413750E-02   1.47141667E-02   6.08682766E-05   4.15976183E-03   2.20512336E-03 
  3.25432264E-02   2.34290824E-02   1.51831655E-02   7.55651877E-05   2.53811132E-03   6.80828601E-04 
  1.81607934E-02   7.33250727E-03   2.65926229E-03   9.85051972E-05   7.62710589E-04   5.47800866E-04 
  1.95674839E-02   9.23914385E-03   3.88296888E-03   1.14572746E-04   9.30591026E-04   4.95677406E-04 
  1.34401639E-02   6.24521739E-03   2.88232734E-03   7.75239862E-05   1.13395574E-03   7.14902631E-04 
  1.72523627E-02   7.51553816E-03   2.74090770E-03   8.54639798E-05   2.88066072E-04   6.00985141E-05 
  2.74631309E-02   1.37191410E-02   7.12354858E-03   1.07589396E-04   3.07607719E-03   2.04867081E-03 
  2.86443920E-02   1.52041200E-02   9.29381261E-03   1.17208550E-04   5.12149090E-03   3.18191087E-03 
  2.64108410E-02   1.22306869E-02   5.08237169E-03   8.89161630E-05   6.74398405E-04   2.05265430E-04 
  2.35920608E-02   1.00526287E-02   3.53549127E-03   1.27609463E-04   4.94062787E-04   2.16834763E-04 
  2.30892413E-02   1.15558509E-02   2.46301070E-03   1.02755976E-04   1.72623323E-04   5.21463461E-05 
  1.04978333E-02   4.57742370E-03   1.78919773E-03   5.91269776E-05   5.26977039E-04   3.32949749E-04 
  2.97290890E-02   1.87332854E-02   2.95559412E-03   7.02593723E-05   2.07338928E-04   7.30770483E-05 
  1.17000203E-02   4.78407938E-03   1.39690523E-03   6.47551945E-05   1.29771706E-04   4.82191961E-05 
  2.00491748E-02   8.34316277E-03   2.76745222E-03   1.09494801E-04   2.24097961E-04   5.09733202E-05 
  3.44041187E-02   1.97209420E-02   6.80352637E-03   8.47599170E-05   1.16550512E-03   6.74611714E-04 
  1.83359962E-02   9.84913497E-03   3.14022626E-03   1.14456739E-04   2.69867091E-04   8.18325610E-05 
  1.50654543E-02   7.54679132E-03   2.66789301E-03   9.38831497E-05   2.26840388E-04   6.44473660E-05 
  1.67735799E-02   8.66638153E-03   3.38062982E-03   1.17022616E-04   3.48928458E-04   7.99751095E-05 
  1.21413449E-02   5.07776677E-03   1.72896497E-03   6.08199280E-05   1.48464599E-04   3.15440273E-05 
  2.85380520E-02   1.52614703E-02   6.99989076E-03   1.37805342E-04   1.00720745E-03   2.44485572E-04 
  2.46299782E-02   8.51990250E-03   2.47814058E-03   1.13786846E-04   2.08511012E-04   5.25408337E-05 
  2.79322707E-02   1.55220633E-02   8.76003227E-03   9.39342401E-05   2.33861346E-03   9.02492365E-04 
  2.81390519E-02   1.61171972E-02   7.76714895E-03   1.15834766E-04   9.94944594E-04   3.52514230E-04 
  1.75503208E-02   6.26571061E-03   1.75168498E-03   7.58315411E-05   1.70069522E-04   6.14243927E-05 
  1.46811840E-02   9.25787475E-03   5.82377888E-03   4.83693628E-05   1.40435235E-03   5.13410534E-04 
  2.12740429E-02   9.04491692E-03   3.35857823E-03   1.06222260E-04   4.83592837E-04   2.19472232E-04 
  1.23397241E-02   4.73078746E-03   1.45544400E-03   5.48372479E-05   1.59464637E-04   7.22185841E-05 
  2.70393714E-02   9.74179404E-03   3.20908034E-03   1.06859576E-04   6.58377390E-04   3.30950553E-04 
  1.66281693E-02   7.37163746E-03   1.94383274E-03   7.39103944E-05   1.55643210E-04   4.26504124E-05 
  3.84853257E-02   1.55213497E-02   2.96081999E-03   9.92436684E-05   2.49965214E-04   8.62250896E-05 
  1.80428852E-02   7.95326770E-03   2.42763499E-03   1.13330767E-04   1.88113484E-04   4.64609951E-05 
  3.48400444E-02   1.82467765E-02   8.79319147E-03   1.65527008E-04   1.78607989E-03   6.14575045E-04 
  3.60000184E-02   2.67164789E-02   1.69523945E-02   5.91681752E-05   2.15160918E-03   4.29278636E-04 
  3.05524074E-02   2.05982888E-02   1.18423259E-02   7.20937842E-05   1.75279352E-03   5.03796840E-04 
  2.02144462E-02   8.57645420E-03   2.79927090E-03   1.08449128E-04   2.36116031E-04   6.56383054E-05 
  2.74238678E-02   8.59129398E-03   1.88734796E-03   8.45952991E-05   1.44826629E-04   4.50838841E-05 
  2.20422052E-02   1.06239612E-02   4.59223768E-03   1.12851921E-04   5.47882044E-04   1.12834882E-04 
  4.10689823E-02   3.06826807E-02   8.17368919E-03   1.00617527E-04   1.31447726E-03   7.63144717E-04 
  3.05267830E-02   1.37550553E-02   2.65055704E-03   9.56224500E-05   1.90220556E-04   5.08840286E-05 
  2.80588460E-02   1.40833537E-02   2.79530257E-03   1.04584085E-04   1.63831725E-04   4.23345153E-05 
  3.33066613E-02   1.86289709E-02   1.17744279E-02   9.68584127E-05   6.94842693E-03   5.22337575E-03 
  1.55631012E-02   9.80578597E-03   7.80270168E-03   5.48252350E-05   6.32662911E-03   4.67884669E-03 
  2.77895483E-02   1.84829660E-02   8.06623889E-03   6.76040120E-05   2.54901898E-03   1.79921372E-03 
  2.29563942E-02   9.62243449E-03   3.34481968E-03   1.28955631E-04   3.19942338E-04   9.56223657E-05 
  3.18004714E-02   2.21005702E-02   1.10610565E-02   1.02311843E-04   7.82318552E-04   1.24489568E-04 
  3.48258261E-02   1.55428091E-02   5.74252975E-03   1.17768895E-04   6.96403374E-04   2.09963941E-04 
  1.47405350E-02   6.29904979E-03   2.24003052E-03   1.03473190E-04   4.42559375E-04   2.50017934E-04 
  1.36870446E-02   5.35064169E-03   1.82626609E-03   6.80208690E-05   2.19815832E-04   9.06365652E-05 
  2.44330322E-02   9.06260336E-03   2.32236047E-03   1.04157001E-04   1.82898956E-04   4.77626491E-05 
  1.13139811E-02   4.52524629E-03   1.46813372E-03   6.66364483E-05   1.52459225E-04   5.49839400E-05 
  1.96773341E-02   9.83176066E-03   3.98777318E-03   7.12758052E-05   6.18523694E-04   1.72019108E-04 
  1.84619271E-02   9.30250557E-03   3.49926892E-03   6.34161189E-05   4.12275974E-04   1.09129672E-04 
  1.39492690E-02   6.55147064E-03   2.15758774E-03   8.34135884E-05   1.75553977E-04   4.79839552E-05 
  2.74805219E-02   1.63744714E-02   1.09489407E-02   1.29897240E-04   5.91443232E-03   4.03244415E-03 
  2.46916558E-02   1.55205036E-02   8.77181029E-03   7.96572716E-05   1.79945817E-03   7.55756576E-04 
  2.40678075E-02   1.27374964E-02   5.39338712E-03   1.07206673E-04   1.66161406E-03   1.10641833E-03 
  1.51828437E-02   5.86756749E-03   1.79939669E-03   8.35499457E-05   1.56685681E-04   4.91354525E-05 
  9.48496394E-03   4.15480565E-03   1.46760882E-03   6.00389492E-05   2.36204584E-04   1.29305743E-04 
  1.01657962E-02   4.52417335E-03   1.52522328E-03   7.28716152E-05   1.31111713E-04   3.38072356E-05 
  1.10250908E-02   4.87987526E-03   1.65226572E-03   7.65817810E-05   1.97066706E-04   1.02511461E-04 
  1.91158061E-02   7.12088501E-03   2.04976380E-03   9.62439601E-05   1.84708016E-04   5.35636814E-05 
  3.11648876E-02   1.95893058E-02   1.08820348E-02   1.13240465E-04   2.02343223E-03   5.86603919E-04 
  1.86790650E-02   8.05520216E-03   3.21765274E-03   1.06384108E-04   9.34814689E-04   5.41899796E-04 
  1.77759531E-02   7.43847461E-03   3.00591193E-03   8.91701959E-05   7.98013872E-04   5.57191913E-04 
  4.04416958E-02   2.72456209E-02   1.58052030E-02   1.03560543E-04   2.73668345E-03   1.04687183E-03 
  1.54565598E-02   7.46290313E-03   2.16829606E-03   7.85642997E-05   3.18978764E-04   1.71128438E-04 
  3.35596350E-02   1.49968309E-02   3.61703723E-03   1.23819666E-04   3.07691991E-04   9.45341186E-05 
  5.02656092E-02   3.97488308E-02   2.46712444E-02   1.04949951E-04   5.46116224E-03   2.99642976E-03 
  3.21830205E-02   1.76951824E-02   1.19340365E-02   7.89771538E-05   7.12669105E-03   5.15169135E-03 
